,Position[m],Area Ratio,Mach,Temperature[K],Pressure[MPa],density[kg/m^3],velocity[m/s]
44,1.0700930203343857,52.765499990989895,4.117312862383041,1615.871507366031,0.017749650596290165,0.029936670683070255,3396.862496957212
45,1.0944133162510763,54.13643424743923,4.132237773096563,1609.367441033896,0.01720295203964472,0.0291318645731846,3402.307757933707
46,1.118733612167767,55.50128946186965,4.146725274145683,1603.0816322275475,0.01668859616521723,0.028371655787672465,3407.562023424517
47,1.1430539080844575,56.85968100651256,4.160794482746211,1597.0033144604415,0.016204011715371645,0.027652681130387737,3412.6351549700375
48,1.167374204001148,58.21125671491925,4.174463413978257,1591.122412971373,0.015746878833689682,0.02697189169446506,3417.5363496038453
49,1.1916944999178385,59.55569553180026,4.187749065926893,1585.4294876390181,0.015315100033577049,0.026326517932067306,3422.274197006721
50,1.216014795834529,60.89270620141304,4.2006674966322155,1579.9156816122018,0.01490677500798138,0.02571403919475977,3426.8567307245257
51,1.2403350917512197,62.22202599362273,4.213233893775783,1574.572674990236,0.014520178710362003,0.0251321571004736,3431.2914741654517
52,1.2646553876679103,63.54341946677083,4.225462637909956,1569.3926429758358,0.01415374223037841,0.024578772185757602,3435.5854819941915
53,1.288975683584601,64.85667726649764,4.2373673599339075,1564.3682179982711,0.013806036064423766,0.024051963386837658,3439.7453774577534
54,1.3132959795012915,66.16161495967495,4.248960993432019,1559.4924553685703,0.013475755444332996,0.023549969963282073,3443.777386107034
55,1.3376162754179821,67.45807190261647,4.2602558224146705,1554.7588020836931,0.013161707439902576,0.02307117553652203,3447.6873663181805
56,1.3619365713346727,68.7459101427436,4.271263524936243,1550.1610684438513,0.012862799594289315,0.022614093964236748,3451.4808369662783
57,1.3862568672513633,70.02501335289583,4.2819952130088605,1545.6934021879317,0.01257802988754493,0.02217735681243596,3455.1630025598124
58,1.410577163168054,71.29528579748484,4.292461469181493,1541.3502648872543,0.012306477853796837,0.02175970222135699,3458.73877610635
59,1.4348974590847443,72.55665132970253,4.302672380111729,1537.126410368376,0.012047296702950482,0.021359964990165955,3462.2127999471463
60,1.459217755001435,73.80905241900452,4.312637567420575,1533.0168649621978,0.011799706319126586,0.020977067729850134,3465.589464770096
61,1.4835380509181255,75.05244920809974,4.322366216088397,1529.016909399703,0.011562987026045548,0.020610012954356376,3468.872926985853
62,1.5078583468348161,76.28681859868988,4.3318671006219756,1525.1220621947862,0.011336474024796754,0.020257875997588184,3472.067124630657
63,1.5321786427515067,77.51215336521076,4.34114860919788,1521.3280643722553,0.011119552422348081,0.019919798658832578,3475.175791940794
64,1.5564989386681973,78.72846129584019,4.350218765965687,1517.6308654145105,0.010911652780135324,0.019594983491959667,3478.2024727274215
65,1.580819234584888,79.93576436004672,4.359085251675424,1514.0266103139586,0.010712247121440102,0.019282688664675137,3481.1505326662964
66,1.6051395305015785,81.1340979019646,4.367755422776752,1510.5116276301437,0.010520845344272401,0.018982223323490758,3484.023170604503
67,1.6294598264182691,82.3235098588916,4.376236329122484,1507.0824184610892,0.010336991993336557,0.01869294340815253,3486.8234289753473
68,1.6537801223349597,83.50406000421572,4.3845347303958375,1503.735646247626,0.01016026335055315,0.018414247866226377,3489.5542034029995
69,1.6781004182516503,84.6758192140893,4.3926571113690605,1500.4681273377032,0.009990264808684443,0.018145575224558043,3492.2182515699415
70,1.7024207141683407,85.83886875717796,4.400609696090695,1497.2768222449595,0.009826628496987996,0.017886400479531557,3494.8182014128115
71,1.7267410100850313,86.99329960682448,4.408398461089446,1494.1588275422828,0.009669011131608726,0.0176362322725709,3497.3565587056087
72,1.751061306001722,88.13921177497636,4.416029147674309,1491.1113683368824,0.00951709206670034,0.017394610321261744,3499.8357140833286
73,1.7753816019184125,89.27671366723881,4.423507273403293,1488.1317912784643,0.009370571525112987,0.01716110307989155,3502.257949553882
74,1.7997018978351031,90.40592145842314,4.430838142786363,1485.217558056727,0.009229168989962492,0.016935305606198072,3504.625444541512
75,1.8240221937517938,91.52695848797374,4.438026857282389,1482.366239348445,0.009092621740554545,0.01671683761372875,3506.9402815007684
76,1.8483424896684844,92.63995467466582,4.4450783246444825,1479.5755091780884,0.008960683518022927,0.016505341691504395,3509.2044511364206
77,1.872662785585175,93.74504594997788,4.451997267663383,1476.8431396591884,0.008833123307689525,0.016300481674690157,3511.4198572613845
78,1.8969830815018656,94.84237370955218,4.458788232354184,1474.1669960866298,0.008709724226600098,0.016101941151745246,3513.588321321767
79,1.9213033774185562,95.93208428216957,4.465455595627855,1471.5450323526668,0.008590282505957192,0.01590942209507728,3515.711586615501
80,1.9456236733352466,97.01432841567335,4.472003572485501,1468.9752866618537,0.008474606559287967,0.015722643603601094,3517.7913222286556
81,1.9699439692519372,98.08926077928933,4.478436222770089,1466.455877522249,0.008362516128167553,0.015541340746815225,3519.8291267113727
82,1.9942642651686278,99.15703948179858,4.484757457507555,1463.9849999921541,0.00825384149818474,0.015365263501081201,3521.826531513437
83,2.0185845610853184,100.21782560503142,4.49097104486658,1461.5609221634243,0.008148422778602856,0.015194175769742456,3523.78500419778
84,2.042904857002009,101.27178275216126,4.497080615763944,1459.181981863977,0.008046109239847365,0.015027854479565034,3525.7059514486227
85,2.0672251529186996,102.31907661028737,4.503089669140277,1456.8465835635357,0.007946758703550863,0.01486608874673033,3527.5907218895727
86,2.09154544883539,103.359874526807,4.509001576928997,1454.5531954679784,0.007850236980420642,0.014708679106280022,3529.440608725683
87,2.115865744752081,104.39434509908789,4.514819588739532,1452.3003467888252,0.007756417351667208,0.014555436799507809,3531.256852222333
88,2.1401860406687714,105.4226577769622,4.520546836274235,1450.0866251754737,0.007665180090153597,0.014406183114323278,3533.0406420327477
89,2.164506336585462,106.4449824775751,4.52618633749695,1447.9106742987951,0.007576412017802185,0.014260748774089883,3534.7931193849954
90,2.1888266325021526,107.46148921213047,4.531741000569845,1445.7711915755563,0.0074900060961298745,0.014118973370861727,3536.515379138439
91,2.213146928418843,108.47234772408778,4.5372136275738635,1443.6669260239848,0.007405861047083194,0.013980704839326214,3538.2084717188463
92,2.237467224335534,109.477727138375,4.542606918027033,1441.5966762415173,0.007323881001612868,0.013845798968100837,3539.8734049405975
93,2.2617875202522244,110.47779562119189,4.547923472213816,1439.5592884964597,0.007243975173667404,0.013714118945338893,3541.511145723833
94,2.286107816168915,111.47272004999135,4.553165794337752,1437.5536549258995,0.007166057557500869,0.01358553493587485,3543.1226217137123
95,2.3104281120856056,112.46266569323434,4.558336295508731,1435.578711832801,0.007090046646383937,0.013459923687389283,3544.708722808468
96,2.334748408002296,113.44779589952608,4.563437296575482,1433.6334380757094,0.007015865170980529,0.013337168163295951,3546.2703026023946
97,2.3590687039189864,114.4282717957524,4.56847103081304,1431.7168535450046,0.006943439855810075,0.013217157200257418,3547.808179749466
98,2.383388999835677,115.4042519938447,4.573439646474359,1429.828017720052,0.006872701192355422,0.013099785188416299,3549.3231392528564
99,2.4077092957523676,116.37589230581366,4.578345209214546,1427.9660283020246,0.00680358322750452,0.012984951772595668,3550.8159336852486
